"id_producto";"modelo";"marca";"color";"precio_venta";"stock";"id_usuario";"medidas";"categoria";"categoriau";"imagen";"descripcion"
"856";"0004";"AND VAS";"CAFE CLARO";"60";NULL;"13";"00-00-000";"aros";"Gav#16 AndVas todo color, Fem/Masc, Acetato C";;"CAFE CLARO ACETATO"
"857";"FJ8004";"AND VAS";"C4";"60";NULL;"13";"53-16-140";"aros";"Gav#16 AndVas todo color, Fem/Masc, Acetato C";;"NEGRO LINEAS CELESTE Y MORADO ACETATO"
"858";"FJ8004";"AND VAS";"C1";"60";NULL;"13";"53-16-140";"aros";"Gav#16 AndVas todo color, Fem/Masc, Acetato C";;"NEGRO, ACETATO"
"859";"A2005";"AND VAS";"C5";"60";NULL;"13";"53-17-142";"aros";"Gav#16 AndVas todo color, Fem/Masc, Acetato C";;"GRIS LINEA AMARILLAS Y NEGRO ACETATO"
"860";"FJ8005";"AND VAS";"C6";"60";NULL;"13";"55-17-140";"aros";"Gav#16 AndVas todo color, Fem/Masc, Acetato C";;"NEGRO CON ROJO ACETATO"
"861";"A2107";"AND VAS";"C6";"60";NULL;"13";"53-17-142";"aros";"Gav#16 AndVas todo color, Fem/Masc, Acetato C";;"CAFE CLARO ACETATO"
"910";"AM3007";"AND VAS";"C4";"60";NULL;"8";"54-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"VERDE DORADO"
"911";"AM3005";"AND VAS";"C5";"60";NULL;"8";"54-19-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"LILA DORADO"
"912";"AM3019";"AND VAS";"C2";"60";NULL;"8";"54-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"MORADO DORADO"
"913";"DS18074";"AND VAS";"C2";"60";NULL;"8";"53-17-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"SEMI AEREO CAFE, AZUL"
"914";"DS18036";"AND VAS";"C4";"60";NULL;"8";"54-16-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"MORADO DORADO"
"916";"1710A23";"AND VAS";"C3";"60";NULL;"8";"53-18-138";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"ROJO DORADO"
"920";"DS18074";"AND VAS";"C1";"60";NULL;"8";"53-17-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"NEGRO PLATA"
"921";"1449";"AND VAS ";"C7";"60";NULL;"8";"48-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"ROJO"
"923";"DS17195";"AND VAS";"C1";"60";NULL;"8";"50-16-135";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"NEGRO DORADO"
"958";"AM3016";"AND VAS";"C4";"60";NULL;"8";"54-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"VERDRE MORADO"
"960";"DS17188";"AND VAS";"C4";"60";NULL;"8";"55-17-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"NEGRO PLATA"
"962";"AM3016";"AND VAS";"C3";"60";NULL;"8";"54-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"MORADO PLATA"
"964";"DS19066";"AND VAS";"C2";"60";NULL;"8";"53-16-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"OCRE DORADO"
"966";"AM3005";"AND VAS";"C3";"60";NULL;"8";"54-19-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"MORADO DORADO"
"968";"AM3019";"AND VAS";"C5";"60";NULL;"8";"54-16-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"CELESTE DORADO"
"969";"AM3007";"AND VAS";"C5";"60";NULL;"8";"54-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"AZUL DORADO"
"971";"DS18036";"AND VAS";"C2";"60";NULL;"8";"54-16-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"CADE DORADO"
"973";"DS18003";"AND VAS";"C2";"60";NULL;"8";"54-17-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"AZUL DORADO"
"975";"DS17188";"AND VAS";"C2";"60";NULL;"8";"55-17-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"CAFE DORADO"
"977";"AM3005";"AND VAS";"C4";"60";NULL;"8";"54-19-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"CELESTE DORDO"
"979";"DS18100";"AND VAS";"C1";"60";NULL;"8";"52-17-135";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"NEGRO MATE SEMI AEREO"
"981";"DS18068";"AND VAS";"C4";"60";NULL;"8";"51-17-135";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"AZUL SEMI AEREO"
"984";"AM3007";"AND VAS";"C3";"60";NULL;"8";"54-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"MORADO DORADO"
"985";"AM3009";"AND VAS";"C2";"60";NULL;"8";"55-18-142";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"OCRE DORARA"
"986";"DS18068";"AND VAS";"C1";"60";NULL;"8";"51-17-135";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"NEGRO SEMI AEREO"
"987";"AM3003";"AND VAS";"C5";"60";NULL;"8";"53-19-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"VERDE DORADO"
"988";"1445";"AND VAS";"C8";"60";NULL;"8";"48-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"AZUL"
"990";"DS17195";"AND VAS";"C3";"60";NULL;"8";"50-16-135";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"AZUL ROJO"
"991";"1397";"AND VAS";"C9";"60";NULL;"8";"53-16-135";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"MORADO SEMI AEREO"
"992";"AM3010";"AND VAS";"C2";"60";NULL;"8";"55-16-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"MORADO DORADO"
"993";"AM3010";"AND VAS";"C1";"60";NULL;"8";"55-16-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"NEGRO DORADO"
"994";"AM3007";"AND VAS";"C2";"60";NULL;"8";"54-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"ROJO DORADO"
"995";"AM3016";"AND VAS";"C2";"60";NULL;"8";"54-18-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"ROJO DORADO"
"998";"DS18100";"AND VAS";"C2";"60";NULL;"8";"52-17-135";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"MORADO"
"1007";"AM3009";"AND VAS";"C3";"60";NULL;"8";"55-18-142";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"MORADO DORADO"
"1008";"AM3003";"AND VAS";"C4";"60";NULL;"8";"53-19-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"CELESTE DORADO"
"1009";"AM3010";"AND VAS";"C4";"60";NULL;"8";"55-16-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"ROSADO DORADO"
"1010";"AM3005";"AND VAS";"C2";"60";NULL;"8";"54-19-140";"aros";"Gav#21 Economico Femenino, Todo Tamaño, Metal";;"ROJODORADO"
